,DOI,Title,Abstract
67,10.1186/s12993-018-0151-x,The Functional Role of Dreaming in Emotional Processes.,"Narcolepsy is a chronic sleep disorder characterized by excessive daytime sleepiness, cataplexy, hypnagogic hallucinations, and sleep paralysis. This disease affects significantly the overall patient functioning, interfering with social, work, and affective life. Some symptoms of narcolepsy depend on emotional stimuli; for instance, cataplectic attacks can be triggered by emotional inputs such as laughing, joking, a pleasant surprise, and also anger. Neurophysiological and neurochemical findings suggest the involvement of emotional brain circuits in the physiopathology of cataplexy, which seems to depending on the dysfunctional interplay between the hypothalamus and the amygdala associated with an alteration of hypocretin levels. Furthermore, behavioral studies suggest an impairment of emotions processing in narcolepsy-cataplexy (NC), like a probable coping strategy to avoid or reduce the frequency of cataplexy attacks. Consistently, NC patients seem to use coping strategies even during their sleep, avoiding unpleasant mental sleep activity through lucid dreaming. Interestingly, NC patients, even during sleep, have a different emotional experience than healthy subjects, with more vivid, bizarre, and frightening dreams. Notwithstanding this evidence, the relationship between emotion and narcolepsy is poorly investigated. This review aims to provide a synthesis of behavioral, neurophysiological, and neurochemical evidence to discuss the complex relationship between NC and emotional experience and to direct future research."
68,10.1038/s41598-018-36190-w,The cognitive neuroscience of lucid dreaming.,"Humans typically lack awareness that they are dreaming while dreaming. However, at times a remarkable exception occurs and reflective consciousness can be regained while dreaming, referred to as lucid dreaming. While most individuals experience lucid dreams rarely there is substantial variance in lucid dream frequency. The neurobiological basis of lucid dreaming is unknown, but evidence points to involvement of anterior prefrontal cortex (aPFC) and parietal cortex. This study evaluated the neuroanatomical/neurofunctional correlates of frequent lucid dreams and specifically whether functional connectivity of aPFC is associated with frequent lucid dreams. We analyzed structural and functional magnetic resonance imaging from an exceptional sample of fourteen individuals who reported ≥3 lucid dreams/week and a control group matched on age, gender and dream recall that reported ≤1 lucid dream/year. Compared to controls, the frequent lucid dream group showed significantly increased resting-state functional connectivity between left aPFC and bilateral angular gyrus, bilateral middle temporal gyrus and right inferior frontal gyrus, and higher node degree and strength in left aPFC. In contrast, no significant differences in brain structure were observed. Our results suggest that frequent lucid dreaming is associated with increased functional connectivity between aPFC and temporoparietal association areas, regions normally deactivated during sleep."
69,10.3389/fpsyg.2018.02164,[The cause of the lucid dream or the study on the human nature].,"Dreams and psychosis share several important features regarding symptoms and underlying neurobiology, which is helpful in constructing a testable model of, for example, schizophrenia and delirium. The purpose of the present communication is to discuss two major concepts in dreaming and psychosis that have received much attention in the recent literature: insight and dissociation. Both phenomena are considered functions of higher order consciousness because they involve metacognition in the form of reflective thought and attempted control of negative emotional impact. Insight in dreams is a core criterion for lucid dreams. Lucid dreams are usually accompanied by attempts to control the dream plot and dissociative elements akin to depersonalization and derealization. These concepts are also relevant in psychotic illness. Whereas insightfulness can be considered innocuous in lucid dreaming and even advantageous in psychosis, the concept of dissociation is still unresolved. The present review compares correlates and functions of insight and dissociation in lucid dreaming and psychosis. This is helpful in understanding the two concepts with regard to psychological function as well as neurophysiology."
70,10.2147/NSS.S158600,Narcolepsy and emotional experience: a review of the literature.,"Sleep paralysis is the unusual experience of waking up in the night without the ability to move. Currently little is known about the experience, despite the fact that the vast majority of episodes are associated with extreme fear and in a minority of cases can lead to clinically significant levels of distress. The aim of this work was to review the existing literature pertaining to the relationship sleep paralysis has to sleep more generally, measured both with subjective questionnaires and objective laboratory recordings. In terms of subjective sleep variables, worse sleep quality has been found in multiple studies to be associated with increased odds of sleep paralysis occurrence. In addition, insomnia symptoms (but not a diagnosed insomnia disorder) have also been found to predict sleep paralysis. Associations between sleep paralysis and other unusual and/or threatening sleep experiences such as nightmares, exploding head syndrome, and lucid dreaming have been reported. In terms of objective measurements, the limited literature to date shows sleep paralysis to be a ""mixed"" state of consciousness, combining elements of rapid eye movement sleep with elements of wakefulness. Future research needs to focus on longitudinal designs to disentangle the direction of effects and more typically employ a broader assessment of sleep paralysis that better captures associated features such as hallucinations, fear, and distress."
71,10.15761/JSIN.1000183,Frequent lucid dreaming associated with increased functional connectivity between frontopolar cortex and temporoparietal association areas.,"The well-researched pro-dopamine regulator KB220 and variants result in increased functional connectivity in both animal and human brains, and prolonged neuroplasticity (brain cell repair) having been observed in rodents. Moreover, in addition to increased functional connectivity, recent studies show that KB220Z increases overall brain connectivity volume, enhances neuronal dopamine firing, and eliminates lucid dreams in humans over a prolonged period. An unprecedented number of clinical studies validating this patented nutrigenomic technology in re-balancing brain chemistry and optimizing dopamine sensitivity and function have been published. On another note, it is sad that unsuspecting consumers could be deceived and endangered by false promises of knock-off marketers with look- and- sound-alike products. Products containing ingredients having potential dangers (i.e., combinations of potent D2 agonists including L-Dopa and L-Theanine) threaten the credibility and reputation of validated, authentic, and ethical products. We encourage clinicians and neuroscientists to continue to embrace the concept of ""dopamine homeostasis"" and search for safe, effective, validated and authentic means to achieve a lifetime of recovery, instead of reverting to anti-dopaminergic agents doomed to fail in the war against the devastating drug epidemic, or promoting powerful D2 agonists that compromise needed balance."
72,10.1038/s41467-018-05547-0,Insight and Dissociation in Lucid Dreaming and Psychosis.,"Humans are typically unable to engage in sustained smooth pursuit for imagined objects. However, it is unknown to what extent smooth tracking occurs for visual imagery during REM sleep dreaming. Here we examine smooth pursuit eye movements during tracking of a slow-moving visual target during lucid dreams in REM sleep. Highly similar smooth pursuit tracking was observed during both waking perception and lucid REM sleep dreaming, in contrast to the characteristically saccadic tracking observed during visuomotor imagination. Our findings suggest that, in this respect, the visual imagery that occurs during REM sleep is more similar to perception than imagination. The data also show that the neural circuitry of smooth pursuit can be driven by a visual percept in the absence of retinal stimulation and that specific voluntary shifts in the direction of experienced gaze within REM sleep dreams are accompanied by corresponding rotations of the physical eyes."
73,10.1371/journal.pone.0201246,Relationships between sleep paralysis and sleep quality: current insights.,"Lucid dreaming is a remarkable state of consciousness in which one is aware of the fact that one is dreaming while continuing to dream. Based on the strong relationship between physiological activation during rapid eye-movement sleep and lucid dreaming, our pilot research investigated whether enhancing cortical activation via acetylcholinesterease inhibition (AChEI) would increase the frequency of lucid dreams and found AChEI to be a promising method for lucid dream induction. In the current study we sought to quantify the size and reliability of the effect of AChEI on lucid dreaming, dream recall and dream content as well as to test the effectiveness of an integrated lucid dream induction protocol which combined cholinergic stimulation with other methods for lucid dream induction. Participants (N = 121) with high dream recall and an interest in lucid dreaming were randomly assigned counterbalanced orders of 3 doses of galantamine (0, 4 and 8 mg). On 3 consecutive nights, they awoke approximately 4.5 hours after lights out, recalled a dream, ingested the capsules and stayed out of bed for at least 30 minutes. Participants then returned to bed and practiced the Mnemonic Induction of Lucid Dreams technique while returning to sleep. The percentage of participants who reported a lucid dream was significantly increased for both 4 mg (27%, odds ratio = 2.29) and 8 mg doses (42%, odds ratio = 4.46) compared to the active placebo procedure (14%). Galantamine also significantly increased dream recall, sensory vividness and complexity (p<0.05). Dream recall, cognitive clarity, control, positive emotion, vividness and self-reflection were increased during lucid compared to non-lucid dreams (p<0.0001). These results show that galantamine increases the frequency of lucid dreams in a dose-related manner. Furthermore, the integrated method of taking galantamine in the last third of the night with at least 30 minutes of sleep interruption and with an appropriately focused mental set is one of the most effective methods for inducing lucid dreams available today."
74,10.1016/j.concog.2018.05.012,"""Dopamine homeostasis"" requires balanced polypharmacy: Issue with destructive, powerful dopamine agents to combat America's drug epidemic.","An experimental home study examined the impact of a pre-sleep protocol for enhancing self-awareness, lucidity, and responsiveness in dreams. It included ingesting the cholinesterase inhibitor galantamine--which is widely reported to increase the frequency of lucid dreaming--prior to engaging in middle-of-the-night meditation and the imaginary reliving of a distressing dream while exercising new responses. Thirty-five participants completed an eight-night study, which included pre- and post-baseline nights and six conditions: waking for 40 min before returning to bed, called Wake-Back-to-Bed (WBTB); Wake-Back-to-Bed plus placebo (WBTB + P); Wake-Back-to-Bed plus galantamine (WBTB + G); meditation and dream reliving (MDR); meditation and dream reliving plus placebo (MDR + P); and meditation and dream reliving plus galantamine (MDR + G). The outcome measures included lucidity, reflectiveness, interactive behavior, role change, constructive action, and fear and threat, as measured by the participants' self-ratings. The results support the use of this protocol in further studies of lucid dream induction and nightmare/trauma resolution."
75,10.5664/jcsm.7178,Smooth tracking of visual targets distinguishes lucid REM sleep dreaming and waking perception from imagination.,"Nightmare disorder affects approximately 4% of adults, occurring in isolation or as part of other disorders such as posttraumatic stress disorder (PTSD), and can significantly impair quality of life. This paper provides the American Academy of Sleep Medicine (AASM) position regarding various treatments of nightmare disorder in adults."
76,10.1177/0031512518770326,"Pre-sleep treatment with galantamine stimulates lucid dreaming: A double-blind, placebo-controlled, crossover study.","Anecdotal evidence indicates that supplementation with vitamin B6 (pyridoxine) before bed can enhance dream vividness and recall. In a single pilot study, Ebben, Lequerica, and Spielman (2002) found that vitamin B6 had a dose-dependent effect of increasing scores on a composite measure of dream vividness, bizarreness, emotionality, and color. The present research replicated this study using a larger and more diverse sample of 100 participants from across Australia. We conducted a randomized, double-blind, placebo-controlled investigation of the effects on dreaming and sleep of ingesting 240 mg vitamin B6 (pyridoxine hydrochloride) before bed for five consecutive days. We also included an exploratory condition involving a B complex preparation containing a range of B vitamins. We found that vitamin B6 significantly increased the amount of dream content participants recalled but did not significantly affect dream vividness, bizarreness, or color, nor did it significantly affect other sleep-related variables. In contrast, participants in the B complex group showed significantly lower self-rated sleep quality and significantly higher tiredness on waking. We discuss the potential for using vitamin B6 in research on lucid dreaming."
77,10.3389/fpsyg.2018.00384,Exploring the effects of galantamine paired with meditation and dream reliving on recalled dreams: Toward an integrated protocol for lucid dream induction and nightmare resolution.,"Lucid dreaming (LD) is awareness that one is dreaming, during the dream state. However, some define and assess LD relying also on controlling dream events, although control is present only in a subset of lucid dreams. LD has been claimed to represent well-being, and has even been used as a therapeutic agent. Conversely, LD is associated with mixed sleep-wake states, which are related to bizarre cognitions, stress, and psychopathology, and have been construed as arousal permeating and disrupting sleep. We propose that previous conflicting findings regarding relations between LD and both psychopathology and well-being, stem from the non-differentiated assessment of frequency and control. The present study aimed to develop an expansive measure of several LD characteristics (the Frequency and Intensity Lucid Dream questionnaire; FILD), and explore their relations with symptomatology. Undergraduate students ("
78,10.1038/s41598-018-21067-9,Position Paper for the Treatment of Nightmare Disorder in Adults: An American Academy of Sleep Medicine Position Paper.,"Breathing is irregular during rapid eye-movement (REM) sleep, whereas it is stable during non-REM sleep. Why this is so remains a mystery. We propose that irregular breathing has a cortical origin and reflects the mental content of dreams, which often accompany REM sleep. We tested 21 patients with narcolepsy who had the exceptional ability to lucid dream in REM sleep, a condition in which one is conscious of dreaming during the dream and can signal lucidity with an ocular code. Sleep and respiration were monitored during multiple naps. Participants were instructed to modify their dream scenario so that it involved vocalizations or an apnoea, -two behaviours that require a cortical control of ventilation when executed during wakefulness. Most participants (86%) were able to signal lucidity in at least one nap. In 50% of the lucid naps, we found a clear congruence between the dream report (e.g., diving under water) and the observed respiratory behaviour (e.g., central apnoea) and, in several cases, a preparatory breath before the respiratory behaviour. This suggests that the cortico-subcortical networks involved in voluntary respiratory movements are preserved during REM sleep and that breathing irregularities during this stage have a cortical/subcortical origin that reflects dream content."
79,10.1111/jsr.12659,Effects of Vitamin B6 (Pyridoxine) and a B Complex Preparation on Dreaming and Sleep.,"There is a lack of up-to-date data on sleep and dream habits of college students. To fill in this gap, we used an online questionnaire sent to the student mailing lists of two major universities of Lyon (Lyon 1 and Lyon 2) for the recruitment of an functional magnetic resonance imaging study with sleep disorders as exclusion criteria. In the sample (1,137 French college students, 411 males, mean age = 22.2 ± 2.4 years, body mass index = 22.0 ± 3.2 kg m"
80,10.1556/2006.6.2017.081,"Lucid Dreaming: Intensity, But Not Frequency, Is Inversely Related to Psychopathology.","Background Addictive-like behaviors (e.g., hoarding and shopping) may be the result of the cumulative effects of dopaminergic and other neurotransmitter genetic variants as well as elevated stress levels. We, therefore, propose that dopamine homeostasis may be the preferred goal in combating such challenging and unwanted behaviors, when simple dopaminergic activation through potent agonists may not provide any resolution. Case presentation C.J. is a 38-year-old, single, female, living with her mother. She has a history of substance use disorder as well as attention deficit hyperactivity disorder, inattentive type. She had been stable on buprenorphine/naloxone combination and amphetamine, dextroamphetamine mixed salts for many years when unexpectedly she lost her job for oversleeping and not calling into work. KB200z (a pro-dopamine compound) was added to her regimen for complaints of low drive and motivation. After taking this nutraceutical for 4 weeks, she noticed a marked improvement in her mental status and many behaviors. She noted that her shopping and hoarding addictions had appreciably decreased. Furthermore, her lifelong history of terrifying lucid dreams was eliminated. Finally, she felt more in control; her locus of control shifted from external to more internal. Discussion The hypothesis is that C.J.'s reported, behavioral, and psychological benefits resulted from the pro-dopamine-regulating effect of KB220Z across the brain reward system. Conclusions This effect, we surmise, could be the result of a new dopamine balance, across C.J.'s brain reward system. Dopamine homeostasis is an effect of KB220Z seen in both animal and human placebo-controlled fMRI experiments."
81,10.5152/npa.2017.12606,REM sleep respiratory behaviours mental content in narcoleptic lucid dreamers.,The aim of this study was to examine the level of lucidity and its relation with metacognitive beliefs and dream anxiety in medical students.
82,10.1111/nyas.13415,Sleep and dream habits in a sample of French college students who report no sleep disorders.,This article describes the future prospects of scientific dream research. Three frontiers of investigation hold special promise: neuroscientific studies of the brain-mind system's activities during sleep (such as during lucid dreaming); systematic analyses of large collections of dream reports from diverse populations of people; and psychotherapeutic explorations of the multiple dimensions of personal and collective meaning woven into the dream experiences of each individual. Several helpful books on the science of sleep and dreaming are mentioned for further study.
83,10.2174/1573413713666170619092629,"Pro-dopamine regulator, KB220Z, attenuates hoarding and shopping behavior in a female, diagnosed with SUD and ADHD.","A resurgence of neurobiological and clinical research is currently underway into the therapeutic potential of serotonergic or 'classical' psychedelics, such as the prototypical psychedelic drug lysergic acid diethylamide (LSD), psilocybin (4-phosphoryloxy-N,Ndimethyltryptamine), and ayahuasca - a betacarboline- and dimethyltryptamine (DMT)-containing Amazonian beverage. The aim of this review is to introduce readers to the similarities and dissimilarities between psychedelic states and night dreams, and to draw conclusions related to therapeutic applications of psychedelics in psychiatry."
84,10.1111/nyas.13389,"A Survey Focusing on Lucid Dreaming, Metacognition, and Dream Anxiety in Medical Students.","Where do our dreams originate from, and what do they tell us? Is there a universal set of symbols that are common to all dreams, regardless of a person's ethnicity or culture? What does dreaming reveal about the unconscious? Why do some dreams remain etched in our memories, whereas others are almost instantly forgotten? Some scientists have adopted the position that dreams are little more than noise in the brain, without any substantive purpose or function. Yet, such a stance seemingly runs counter to the experience of many people who reflect upon and even analyze their dreams, often in search of clues to their daily lives or insights into their deeper selves. Similarly, in virtually all wisdom traditions, dreams are invoked as an important source of revelation or prophecy. Steve Paulson, executive producer and host of To the Best of Our Knowledge, moderated a discussion that included psychologist Deirdre Barrett, dream researcher Kelly Bulkeley, and psychologist and sleep/dream medicine specialist Rubin Naiman; they examined dreams from a variety of perspectives to answer these questions."
85,10.1111/cogs.12491,The future of dream science.,"Hallucinatory states are experienced not only in connection with drugs and psychopathologies but occur naturally and spontaneously across the human circadian cycle: Our nightly dreams bring multimodal experiences in the absence of adequate external stimuli. The current study proposes a new, tighter measure of these hallucinatory states: Sleep onset, REM sleep, and non-REM sleep are shown to differ with regard to (a) motor imagery indicating interactions with a rich imaginative world, and (b) cognitive agency that could enable sleepers to recognize their hallucinatory state. Mentation reports from the different states were analysed quantitatively with regard to two grammatical-semantic constructs, motor agency and cognitive agency. The present results support earlier physiological and psychological evidence in revealing a decline in cognitive functions and an increase in simulated interactions with a hallucinatory world, en route to normal REM sleep. This leads us to introduce the hypothesis that REM sleep, which exhibits remarkably high levels of (simulated) sensorimotor processes, may have evolved to serve as a virtual laboratory for the development and rehearsal of embodied cognition. The new measure of hallucinatory states presented here may also hold implications for the study of executive functions and (meta-)cognitions, which might be interesting, for example, for the investigation of lucid dreaming."
86,10.1093/nc/nix009,Dreams and Psychedelics: Neurophenomenological Comparison and Therapeutic Implications.,"The science of dreaming constitutes a relevant topic in modern-day neuroscientific research and provides major insights into the study of human consciousness. Linking specific, universal, and regularly occurring stages of sleep with dreaming encourages the direct and systematic investigation of a topic that has fascinated humankind for centuries. In this review, we explore to what extent individuals dream during periods of rapid eye movement and non-rapid eye movement sleep, and we introduce research on lucid dreaming. We then discuss how dreaming during different stages of sleep varies in terms of phenomenological characteristics, and to what extent individuals are conscious throughout the sleep cycle. Finally, we provide a synopsis of the previous literature on brain activity during sleep, and we aim to clarify how the neurofunctional changes observed throughout sleep may lead to changes in phenomenological aspects of dreams, and in the domain of consciousness."
87,10.3389/fpsyg.2017.00733,Dreaming: a gateway to the unconscious?,"The term ""sleep experiences,"" coined by Watson (2001), denotes an array of unusual nocturnal consciousness phenomena; for example, nightmares, vivid or recurrent dreams, hypnagogic hallucinations, dreams of falling or flying, confusional arousals, and lucid dreams. Excluding the latter, these experiences reflect a single factor of atypical oneiric cognitions (""general sleep experiences""). The current study is an opinionated mini-review on the associations of this factor-measured with the Iowa sleep experiences survey (ISES, Watson, 2001)-with psychopathological symptoms and stress. Findings support a strong relation between psychological distress and general sleep experiences. It is suggested that that they should be viewed as a sleep disturbance; they seem to represent involuntary intrusions of wakefulness into sleep, resulting in aroused sleep. These intrusions may stem from excessively thin boundaries between consciousness states (e.g., ""transliminality""), or, conversely, they may follow an attempt at disconnecting mental elements (e.g., dissociation), which paradoxically results in a ""rebound effect."" The extent to which unusual dreaming is experienced as intrusive, rather than controlled, may explain why general sleep experiences are related to psychopathology, whereas lucid dreams are related to psychological resilience. In conclusion, the exploration of the interplay between psychopathology and sleep should be expanded from focusing almost exclusively on quantitative aspects (e.g., sleep efficiency, latency) to including qualitative conscious experiences which may reflect poor sleep quality. Taking into account nocturnal consciousness-including unusual dreaming and permeable sleep-wake boundaries-may unveil rich information on night-time emotional states and broaden our definition of poor sleep quality."
88,10.17756/jrdsas.2016-022,A New Measure of Hallucinatory States and a Discussion of REM Sleep Dreaming as a Virtual Laboratory for the Rehearsal of Embodied Cognition.,"Recent reports by our laboratory have indicated that lucid dreams may be linked to psychiatric conditions, including Attention Deficit Hyperactivity Disorder (ADHD) and other Reward Deficiency Syndrome-related diagnoses. In the latter case, it has been our observation that such lucid dreams can be unpleasant and frequently terrifying."
89,10.1080/02640414.2016.1267387,Exploring the neural correlates of dream phenomenology and altered states of consciousness during sleep.,"In a lucid dream, the dreamer is aware of the dream state and can deliberately practice motor skills. Two field studies indicated that lucid dream practice can improve waking performance in simple motor tasks. The present pilot study investigated the effect of lucid dream practice in a controlled sleep laboratory setting, using a pre-post design with dart throwing in the evening and morning. The experimental group practiced darts in lucid dreams. Because some participants were distracted during lucid dream practice, the group was divided into lucid dreamers with few (n = 4) and many distractions (n = 5). Change of performance was compared to a physical practice group (n = 9) and a control group (n = 9), showing a significant interaction (P = .013, η"
90,10.3389/fpsyg.2016.01306,"Arousal in Nocturnal Consciousness: How Dream- and Sleep-Experiences May Inform Us of Poor Sleep Quality, Stress, and Psychopathology.","Lucid dreaming (LD) is a state of consciousness in which the dreamer is aware that he or she is dreaming and can possibly control the content of his or her dream. To investigate the LD prevalence among different samples, researchers have used different types of methodologies. With regard to retrospective self-report questionnaire, two ways of proceeding seem to emerge. In one case, a definition of LD is given to participants (""During LD, one is-while dreaming-aware of the fact that one is dreaming. It is possible to deliberately wake up, to control the dream action, or to observe passively the course of the dream with this awareness""), while in the other instances, participants are presented separate questions targeting specific LD indicators (dream awareness and dream control). In the present study, we measured LD frequency in a sample of French student in order to investigate for possible disparities in LD frequency depending on the type of questionnaire as outlined above. Moreover, we also study links between the prevalence of LD as assessed, respectively, by each questionnaire with various factors such as Vividness of Mental Imagery and Parasomnia. Results revealed no significant difference between LD frequencies across questionnaires. For the questionnaire with definition (DefQuest), 81.05% of participants reported experience of LD once or more. Concerning the questionnaire based on LD indicators (AwarContQuest), 73.38% of participants reported having experienced LD once or more. However, with regard to the correlations analysis, links between LD prevalence and factors such as Vividness of Mental Imagery and Parasomnia, varied across questionnaires. This result is an argument suggesting that researchers should be careful when investigating links between LD and other factors. The type of methodology may influence findings on LD research. Further studies are needed to investigate on the methodology effect in LD research namely on the respective weight of awareness and control. "
91,10.1111/jsr.12441,"KB220Zâ¢ a Pro-Dopamine Regulator Associated with the Protracted, Alleviation of Terrifying Lucid Dreams. Can We Infer Neuroplasticity-induced Changes in the Reward Circuit?","Sleep paralysis and lucid dreaming are both dissociated experiences related to rapid eye movement (REM) sleep. Anecdotal evidence suggests that episodes of sleep paralysis and lucid dreaming are related but different experiences. In this study we test this claim systematically for the first time in an online survey with 1928 participants (age range: 18-82 years; 53% female). Confirming anecdotal evidence, sleep paralysis and lucid dreaming frequency were related positively and this association was most apparent between lucid dreaming and sleep paralysis episodes featuring vestibular-motor hallucinations. Dissociative experiences were the only common (positive) predictor of both sleep paralysis and lucid dreaming. Both experiences showed different associations with other key variables of interest: sleep paralysis was predicted by sleep quality, anxiety and life stress, whereas lucid dreaming was predicted by a positive constructive daydreaming style and vividness of sensory imagery. Overall, results suggest that dissociative experiences during wakefulness are reflected in dissociative experiences during REM sleep; while sleep paralysis is related primarily to issues of sleep quality and wellbeing, lucid dreaming may reflect a continuation of greater imaginative capacity and positive imagery in waking states."
92,10.1016/j.concog.2016.06.002,Improvement of darts performance following lucid dream practice depends on the number of distractions while rehearsing within the dream - a sleep laboratory pilot study.,"We report a quality effects meta-analysis on studies from the period 1966-2016 measuring either (a) lucid dreaming prevalence (one or more lucid dreams in a lifetime); (b) frequent lucid dreaming (one or more lucid dreams in a month) or both. A quality effects meta-analysis allows for the minimisation of the influence of study methodological quality on overall model estimates. Following sensitivity analysis, a heterogeneous lucid dreaming prevalence data set of 34 studies yielded a mean estimate of 55%, 95% C. I. [49%, 62%] for which moderator analysis showed no systematic bias for suspected sources of variability. A heterogeneous lucid dreaming frequency data set of 25 studies yielded a mean estimate of 23%, 95% C. I. [20%, 25%], moderator analysis revealed no suspected sources of variability. These findings are consistent with earlier estimates of lucid dreaming prevalence and frequent lucid dreaming in the population but are based on more robust evidence."
93,10.3389/fpsyg.2016.00294,Investigating on the Methodology Effect When Evaluating Lucid Dream.,"Dreaming and psychosis share important features, such as intrinsic sense perceptions independent of external stimulation, and a general lack of criticism that is associated with reduced frontal cerebral activity. Awareness of dreaming while a dream is happening defines lucid dreaming (LD), a state in which the prefrontal cortex is more active than during regular dreaming. For this reason, LD has been proposed to be potentially therapeutic for psychotic patients. According to this view, psychotic patients would be expected to report LD less frequently, and with lower control ability, than healthy subjects. Furthermore, psychotic patients able to experience LD should present milder psychiatric symptoms, in comparison with psychotic patients unable to experience LD. To test these hypotheses, we investigated LD features (occurrence, control abilities, frequency, and affective valence) and psychiatric symptoms (measure by PANSS, BPRS, and automated speech analysis) in 45 subjects with psychotic symptoms [25 with Schizophrenia (S) and 20 with Bipolar Disorder (B) diagnosis] versus 28 non-psychotic control (C) subjects. Psychotic lucid dreamers reported control of their dreams more frequently (67% of S and 73% of B) than non-psychotic lucid dreamers (only 23% of C; S > C with p = 0.0283, B > C with p = 0.0150). Importantly, there was no clinical advantage for lucid dreamers among psychotic patients, even for the diagnostic question specifically related to lack of judgment and insight. Despite some limitations (e.g., transversal design, large variation of medications), these preliminary results support the notion that LD is associated with psychosis, but falsify the hypotheses that we set out to test. A possible explanation is that psychosis enhances the experience of internal reality in detriment of external reality, and therefore lucid dreamers with psychotic symptoms would be more able to control their internal reality than non-psychotic lucid dreamers. Training dream lucidity is likely to produce safe psychological strengthening in a non-psychotic population, but in a psychotic population LD practice may further empower deliria and hallucinations, giving internal reality the appearance of external reality. "
94,10.1163/22134808-00002506,"Terror and bliss? Commonalities and distinctions between sleep paralysis, lucid dreaming, and their associations with waking life experiences.","Out-of-body experiences (OBEs) are illusory perceptions of one’s body from an elevated disembodied perspective. Recent theories postulate a double disintegration process in the personal (visual, proprioceptive and tactile disintegration) and extrapersonal (visual and vestibular disintegration) space as the basis of OBEs. Here we describe a case which corroborates and extends this hypothesis. The patient suffered from peripheral vestibular damage and presented with OBEs and lucid dreams. Analysis of the patient’s behaviour revealed a failure of visuo-vestibular integration and abnormal sensitivity to visuo-tactile conflicts that have previously been shown to experimentally induce out-of-body illusions (in healthy subjects). In light of these experimental findings and the patient’s symptomatology we extend an earlier model of the role of vestibular signals in OBEs. Our results advocate the involvement of subcortical bodily mechanisms in the occurrence of OBEs."
95,10.1016/j.neurol.2015.08.005,Lucid dreaming incidence: A quality effects meta-analysis of 50years of research.,"Cognitive, affective, and behavioural disturbances are commonly reported following thalamic strokes. Conversely, sleep disorders are rarely reported in this context."
96,10.3389/fpsyg.2015.01472,Psychosis and the Control of Lucid Dreaming.,"Search activity (SA) is the behavioral and mental activity that is oriented to changes of the environment or of the subject's view and approach to the environment according to personal needs without the definite probability forecast of the outcomes of such activity, but with a regular consideration of the outcomes in the process of active behavior. Dream's lucidity (the subject's realization that he/she is dreaming) protects dreamer from awakenings during emotionally disturbing or frustrating dreams, because lucid dreams allow subject to feel separated from the dream events that may cause a feeling of helplessness. Due to such a protection from awakenings that can bring subject back to the frustration in wakefulness, subject can turn in the further sleep to normal non-lucid dreams that are restoring subject's SA in the subsequent wakefulness (activity in the uncertain situation with the feedback between behavior and its outcome). It is the advantage of lucid dreams. Their disadvantage is that due to the separation from the dream events that are in lucid dreams accepted as rationalized dreams, not as real stories where the dreamer acts like in wakefulness, their ability to restore SA is decreased until they are not displaced by the normal non-lucid dreams accepted as real stories. "
97,10.1016/j.smrv.2015.07.003,Out-of-Body Experiences and Other Complex Dissociation Experiences in a Patient with Unilateral Peripheral Vestibular Damage and Deficient Multisensory Integration.,"The states of being are conventionally defined by the simultaneous occurrence of behavioral, neurophysiological and autonomic descriptors. State dissociation disorders are due to the intrusion of features typical of a different state into an ongoing state. Disorders related to these conditions are classified according to the ongoing main state and comprise: 1) Dissociation from prevailing wakefulness as seen in hypnagogic or hypnopompic hallucinations, automatic behaviors, sleep drunkenness, cataplexy and sleep paralysis 2) Dissociation from rapid eye movement (REM) sleep as seen in REM sleep behavior disorder and lucid dreaming and 3) Dissociation from NREM sleep as seen in the disorders of arousal. The extreme expression of states dissociation is characterized by the asynchronous occurrence of the various components of the different states that prevents the recognition of any state of being. This condition has been named status dissociatus. According to the underlying disorders/diseases and to their severity, among status dissociatus we may recognize disorders in which such an extreme dissociation occurs only at night time or intermittently (i.e., autoimmune encephalopathies, narcolepsy type 1 and IgLON5 parasomnia), and others in which it occurs nearly continuously with complete loss of any conventionally defined state of being, and of the circadian pattern (agrypnia excitata). Here, we render a comprehensive review of all diseases/disorders associated with state dissociation and status dissociatus and propose a critical classification of this complex scenario."
98,10.1556/2006.4.2015.008,"Lucid dreams, an atypical sleep disturbance in anterior and mediodorsal thalamic strokes.","Lucid dreams are frequently pleasant and training techniques have been developed to teach dreamers to induce them. In addition, the induction of lucid dreams has also been used as a way to ameliorate nightmares. On the other hand, lucid dreams may be associated with psychiatric conditions, including Post-Traumatic Stress Disorder (PTSD) and Reward Deficiency Syndrome-associated diagnoses. In the latter conditions, lucid dreams can assume an unpleasant and frequently terrifying character."
99,10.17756/jrds.2015-006,Lucid dreams: their advantage and disadvantage in the frame of search activity concept.,"Lucid Dreams are a form of dream life, during which the dreamer may be aware that he/she is dreaming, can stop/re-start the dreams, depending on the pleasantness or unpleasant nature of the dream, and experiences the dream as if he/she were fully awake. Depending on their content, they may be pleasant, un-pleasant or terrifying, at least in the context of patients, who also exhibit characteristics of Reward Deficiency Syndrome (RDS) and Posttraumatic Stress Disorder (PTSD)."
